"","x"
"1071","ENSG00000087365"
"1072","ENSG00000273344"
"1073","ENSG00000068028"
"1074","ENSG00000244462"
"1075","ENSG00000260966"
"1076","ENSG00000135924"
"1077","ENSG00000004142"
"1078","ENSG00000163956"
"1079","ENSG00000149357"
"1080","ENSG00000140553"
"1081","ENSG00000074582"
"1082","ENSG00000121858"
"1083","ENSG00000188536"
"1084","ENSG00000155252"
"1085","ENSG00000176101"
"1086","ENSG00000204520"
"1087","ENSG00000163900"
"1088","ENSG00000167671"
"1089","ENSG00000130827"
"1090","ENSG00000065183"
"1091","ENSG00000204209"
"1092","ENSG00000165389"
"1093","ENSG00000112769"
"1094","ENSG00000185803"
"1095","ENSG00000144659"
"1096","ENSG00000251023"
"1097","ENSG00000172331"
"1098","ENSG00000100968"
"1099","ENSG00000163710"
"1100","ENSG00000179271"
"1101","ENSG00000197165"
"1102","ENSG00000126458"
"1103","ENSG00000144749"
"1104","ENSG00000178761"
"1105","ENSG00000159199"
"1106","ENSG00000114395"
"1107","ENSG00000271858"
"1108","ENSG00000149591"
"1109","ENSG00000231663"
"1110","ENSG00000204310"
"1111","ENSG00000134108"
"1112","ENSG00000258289"
"1113","ENSG00000197958"
"1114","ENSG00000167778"
"1115","ENSG00000108829"
"1116","ENSG00000100243"
"1117","ENSG00000163882"
"1118","ENSG00000196510"
"1119","ENSG00000111348"
"1120","ENSG00000197062"
"1121","ENSG00000160570"
"1122","ENSG00000087266"
"1123","ENSG00000165271"
"1124","ENSG00000164896"
"1125","ENSG00000004059"
"1126","ENSG00000148308"
"1127","ENSG00000131373"
"1128","ENSG00000008394"
"1129","ENSG00000102359"
"1130","ENSG00000160075"
"1131","ENSG00000142676"
"1132","ENSG00000165637"
"1133","ENSG00000088827"
"1134","ENSG00000170954"
"1135","ENSG00000125968"
"1136","ENSG00000083099"
"1137","ENSG00000182180"
"1138","ENSG00000101182"
"1139","ENSG00000130311"
"1140","ENSG00000072163"
"1141","ENSG00000140287"
"1142","ENSG00000131238"
"1143","ENSG00000283156"
"1144","ENSG00000103051"
"1145","ENSG00000108788"
"1146","ENSG00000130303"
"1147","ENSG00000156521"
"1148","ENSG00000174059"
"1149","ENSG00000175287"
"1150","ENSG00000156261"
"1151","ENSG00000124733"
"1152","ENSG00000075415"
"1153","ENSG00000187954"
"1154","ENSG00000137070"
"1155","ENSG00000103490"
"1156","ENSG00000094963"
"1157","ENSG00000204103"
"1158","ENSG00000146425"
"1159","ENSG00000174307"
"1160","ENSG00000003402"
"1161","ENSG00000133935"
"1162","ENSG00000101940"
"1163","ENSG00000213625"
"1164","ENSG00000177946"
"1165","ENSG00000139644"
"1166","ENSG00000005194"
"1167","ENSG00000147140"
"1168","ENSG00000198467"
"1169","ENSG00000125744"
"1170","ENSG00000092009"
"1171","ENSG00000198585"
"1172","ENSG00000233622"
"1173","ENSG00000186470"
"1174","ENSG00000120500"
"1175","ENSG00000100519"
"1176","ENSG00000178449"
"1177","ENSG00000132688"
"1178","ENSG00000105281"
"1179","ENSG00000181481"
"1180","ENSG00000153291"
"1181","ENSG00000147576"
"1182","ENSG00000250479"
"1183","ENSG00000100600"
"1184","ENSG00000185085"
"1185","ENSG00000271576"
"1186","ENSG00000267100"
"1187","ENSG00000196743"
"1188","ENSG00000213024"
"1189","ENSG00000221978"
"1190","ENSG00000105379"
"1191","ENSG00000204261"
"1192","ENSG00000134248"
"1193","ENSG00000112514"
"1194","ENSG00000099260"
"1195","ENSG00000125734"
"1196","ENSG00000111481"
"1197","ENSG00000116288"
"1198","ENSG00000233927"
"1199","ENSG00000136444"
"1200","ENSG00000042445"
"1201","ENSG00000204482"
"1202","ENSG00000168653"
"1203","ENSG00000154258"
"1204","ENSG00000241839"
"1205","ENSG00000270959"
"1206","ENSG00000221983"
"1207","ENSG00000140365"
"1208","ENSG00000184939"
"1209","ENSG00000111328"
"1210","ENSG00000134419"
"1211","ENSG00000167434"
"1212","ENSG00000173546"
"1213","ENSG00000174233"
"1214","ENSG00000115325"
"1215","ENSG00000108679"
"1216","ENSG00000198843"
"1217","ENSG00000146109"
"1218","ENSG00000146457"
"1219","ENSG00000181915"
"1220","ENSG00000146066"
"1221","ENSG00000169689"
"1222","ENSG00000162910"
"1223","ENSG00000086598"
"1224","ENSG00000165916"
"1225","ENSG00000165526"
"1226","ENSG00000136450"
"1227","ENSG00000128917"
"1228","ENSG00000177556"
"1229","ENSG00000016864"
"1230","ENSG00000110719"
"1231","ENSG00000140749"
"1232","ENSG00000111275"
"1233","ENSG00000172269"
"1234","ENSG00000130731"
"1235","ENSG00000035862"
"1236","ENSG00000189159"
"1237","ENSG00000179820"
"1238","ENSG00000171204"
"1239","ENSG00000144848"
"1240","ENSG00000263155"
"1241","ENSG00000145390"
"1242","ENSG00000214706"
"1243","ENSG00000129757"
"1244","ENSG00000279500"
"1245","ENSG00000109270"
"1246","ENSG00000167701"
"1247","ENSG00000007255"
"1248","ENSG00000165169"
"1249","ENSG00000167283"
"1250","ENSG00000197879"
"1251","ENSG00000116209"
"1252","ENSG00000115307"
"1253","ENSG00000006625"
"1254","ENSG00000085662"
"1255","ENSG00000114491"
"1256","ENSG00000102103"
"1257","ENSG00000129559"
"1258","ENSG00000204311"
"1259","ENSG00000204256"
"1260","ENSG00000203865"
"1261","ENSG00000100258"
"1262","ENSG00000183828"
"1263","ENSG00000116741"
"1264","ENSG00000104823"
"1265","ENSG00000143753"
"1266","ENSG00000105700"
"1267","ENSG00000137507"
"1268","ENSG00000101199"
"1269","ENSG00000148175"
"1270","ENSG00000175416"
"1271","ENSG00000215252"
"1272","ENSG00000131471"
"1273","ENSG00000167685"
"1274","ENSG00000114857"
"1275","ENSG00000179144"
"1276","ENSG00000134463"
"1277","ENSG00000255423"
"1278","ENSG00000122741"
"1279","ENSG00000149932"
"1280","ENSG00000102796"
"1281","ENSG00000168792"
"1282","ENSG00000118162"
"1283","ENSG00000114388"
"1284","ENSG00000170515"
"1285","ENSG00000160908"
"1286","ENSG00000100823"
"1287","ENSG00000143443"
"1288","ENSG00000143226"
"1289","ENSG00000112763"
"1290","ENSG00000197451"
"1291","ENSG00000213523"
"1292","ENSG00000154262"
"1293","ENSG00000102409"
"1294","ENSG00000092201"
"1295","ENSG00000079999"
"1296","ENSG00000136167"
"1297","ENSG00000140264"
"1298","ENSG00000169231"
"1299","ENSG00000142733"
"1300","ENSG00000125652"
"1301","ENSG00000175756"
"1302","ENSG00000107371"
"1303","ENSG00000100985"
"1304","ENSG00000130203"
"1305","ENSG00000101367"
"1306","ENSG00000112511"
"1307","ENSG00000106333"
"1308","ENSG00000170801"
"1309","ENSG00000134186"
"1310","ENSG00000174775"
"1311","ENSG00000121671"
"1312","ENSG00000260912"
"1313","ENSG00000083444"
"1314","ENSG00000176194"
"1315","ENSG00000272631"
"1316","ENSG00000158869"
"1317","ENSG00000116586"
"1318","ENSG00000262919"
"1319","ENSG00000205085"
"1320","ENSG00000003756"
"1321","ENSG00000102178"
"1322","ENSG00000185000"
"1323","ENSG00000118971"
"1324","ENSG00000136271"
"1325","ENSG00000140682"
"1326","ENSG00000177600"
"1327","ENSG00000179921"
"1328","ENSG00000130706"
"1329","ENSG00000006042"
"1330","ENSG00000095066"
"1331","ENSG00000062485"
"1332","ENSG00000168004"
"1333","ENSG00000142546"
"1334","ENSG00000182934"
"1335","ENSG00000269958"
"1336","ENSG00000178537"
"1337","ENSG00000186458"
"1338","ENSG00000164978"
"1339","ENSG00000177628"
"1340","ENSG00000204228"
"1341","ENSG00000181991"
"1342","ENSG00000182093"
"1343","ENSG00000114391"
"1344","ENSG00000068903"
"1345","ENSG00000124225"
"1346","ENSG00000175445"
"1347","ENSG00000131791"
"1348","ENSG00000146223"
"1349","ENSG00000139197"
"1350","ENSG00000103479"
"1351","ENSG00000221869"
"1352","ENSG00000146834"
"1353","ENSG00000147224"
"1354","ENSG00000154277"
"1355","ENSG00000025770"
"1356","ENSG00000148291"
"1357","ENSG00000157873"
"1358","ENSG00000214253"
"1359","ENSG00000126709"
"1360","ENSG00000171490"
"1361","ENSG00000068354"
"1362","ENSG00000100889"
"1363","ENSG00000106853"
"1364","ENSG00000182544"
"1365","ENSG00000121851"
"1366","ENSG00000068438"
"1367","ENSG00000106153"
"1368","ENSG00000125912"
"1369","ENSG00000165501"
"1370","ENSG00000103485"
"1371","ENSG00000005238"
"1372","ENSG00000041880"
"1373","ENSG00000140853"
"1374","ENSG00000116685"
"1375","ENSG00000153485"
"1376","ENSG00000230082"
"1377","ENSG00000090581"
"1378","ENSG00000102802"
"1379","ENSG00000269973"
"1380","ENSG00000205730"
"1381","ENSG00000124107"
"1382","ENSG00000116005"
"1383","ENSG00000109065"
"1384","ENSG00000160014"
"1385","ENSG00000135046"
"1386","ENSG00000106809"
"1387","ENSG00000223678"
"1388","ENSG00000166839"
"1389","ENSG00000134201"
"1390","ENSG00000126790"
"1391","ENSG00000169241"
"1392","ENSG00000105829"
"1393","ENSG00000131043"
"1394","ENSG00000158552"
"1395","ENSG00000198624"
"1396","ENSG00000280077"
"1397","ENSG00000196139"
"1398","ENSG00000178252"
"1399","ENSG00000135624"
"1400","ENSG00000135144"
"1401","ENSG00000239911"
"1402","ENSG00000272797"
"1403","ENSG00000178927"
"1404","ENSG00000204264"
"1405","ENSG00000137106"
"1406","ENSG00000147471"
"1407","ENSG00000106245"
"1408","ENSG00000117480"
"1409","ENSG00000175309"
"1410","ENSG00000134480"
"1411","ENSG00000160948"
"1412","ENSG00000215256"
"1413","ENSG00000261662"
"1414","ENSG00000203485"
"1415","ENSG00000182195"
"1416","ENSG00000100116"
"1417","ENSG00000120948"
"1418","ENSG00000100292"
"1419","ENSG00000135070"
"1420","ENSG00000243193"
"1421","ENSG00000104142"
"1422","ENSG00000167397"
"1423","ENSG00000113971"
"1424","ENSG00000281649"
"1425","ENSG00000166770"
"1426","ENSG00000005075"
"1427","ENSG00000123992"
"1428","ENSG00000162430"
"1429","ENSG00000115317"
"1430","ENSG00000128524"
"1431","ENSG00000167775"
"1432","ENSG00000137267"
"1433","ENSG00000131931"
"1434","ENSG00000152684"
"1435","ENSG00000204301"
"1436","ENSG00000123329"
"1437","ENSG00000111231"
"1438","ENSG00000177830"
"1439","ENSG00000175573"
"1440","ENSG00000071282"
"1441","ENSG00000108950"
"1442","ENSG00000143612"
"1443","ENSG00000105197"
"1444","ENSG00000215021"
"1445","ENSG00000204267"
"1446","ENSG00000182551"
"1447","ENSG00000136710"
"1448","ENSG00000257698"
"1449","ENSG00000129187"
"1450","ENSG00000105771"
"1451","ENSG00000159840"
"1452","ENSG00000158747"
"1453","ENSG00000162065"
"1454","ENSG00000164850"
"1455","ENSG00000173275"
"1456","ENSG00000161649"
"1457","ENSG00000168393"
"1458","ENSG00000063046"
"1459","ENSG00000183751"
"1460","ENSG00000142657"
"1461","ENSG00000100591"
"1462","ENSG00000072310"
"1463","ENSG00000108773"
"1464","ENSG00000172936"
"1465","ENSG00000082641"
"1466","ENSG00000107372"
"1467","ENSG00000205765"
"1468","ENSG00000111639"
"1469","ENSG00000162144"
"1470","ENSG00000204177"
"1471","ENSG00000055211"
"1472","ENSG00000115211"
"1473","ENSG00000196544"
"1474","ENSG00000182199"
"1475","ENSG00000187713"
"1476","ENSG00000143303"
"1477","ENSG00000112081"
"1478","ENSG00000163281"
"1479","ENSG00000166189"
"1480","ENSG00000088986"
"1481","ENSG00000156853"
"1482","ENSG00000172053"
"1483","ENSG00000137959"
"1484","ENSG00000149541"
"1485","ENSG00000132424"
"1486","ENSG00000008323"
"1487","ENSG00000165801"
"1488","ENSG00000120699"
"1489","ENSG00000186642"
"1490","ENSG00000162817"
"1491","ENSG00000136247"
"1492","ENSG00000260822"
"1493","ENSG00000215012"
"1494","ENSG00000196422"
"1495","ENSG00000152926"
"1496","ENSG00000161544"
"1497","ENSG00000179943"
"1498","ENSG00000151093"
"1499","ENSG00000075914"
"1500","ENSG00000174903"
"1501","ENSG00000134871"
"1502","ENSG00000080824"
"1503","ENSG00000012963"
"1504","ENSG00000089818"
"1505","ENSG00000234127"
"1506","ENSG00000256056"
"1507","ENSG00000132823"
"1508","ENSG00000147684"
"1509","ENSG00000185163"
"1510","ENSG00000119431"
"1511","ENSG00000117748"
"1512","ENSG00000128311"
"1513","ENSG00000141030"
"1514","ENSG00000145632"
"1515","ENSG00000100461"
"1516","ENSG00000152147"
"1517","ENSG00000173269"
"1518","ENSG00000170915"
"1519","ENSG00000107551"
"1520","ENSG00000128590"
"1521","ENSG00000176720"
"1522","ENSG00000174574"
"1523","ENSG00000174243"
"1524","ENSG00000114019"
"1525","ENSG00000114503"
"1526","ENSG00000137713"
"1527","ENSG00000126016"
"1528","ENSG00000177854"
"1529","ENSG00000163902"
"1530","ENSG00000267534"
"1531","ENSG00000174917"
"1532","ENSG00000179344"
"1533","ENSG00000273472"
"1534","ENSG00000261472"
"1535","ENSG00000167965"
"1536","ENSG00000140990"
"1537","ENSG00000105856"
"1538","ENSG00000105258"
"1539","ENSG00000101400"
"1540","ENSG00000131653"
"1541","ENSG00000172889"
"1542","ENSG00000114354"
"1543","ENSG00000173113"
"1544","ENSG00000141428"
"1545","ENSG00000144567"
"1546","ENSG00000166313"
"1547","ENSG00000185818"
"1548","ENSG00000012779"
"1549","ENSG00000204681"
"1550","ENSG00000139579"
"1551","ENSG00000157404"
"1552","ENSG00000173875"
"1553","ENSG00000135414"
"1554","ENSG00000101384"
"1555","ENSG00000173801"
"1556","ENSG00000186577"
"1557","ENSG00000071462"
"1558","ENSG00000197757"
"1559","ENSG00000230989"
"1560","ENSG00000177098"
"1561","ENSG00000103066"
"1562","ENSG00000070540"
"1563","ENSG00000091732"
"1564","ENSG00000109919"
"1565","ENSG00000181885"
"1566","ENSG00000141644"
"1567","ENSG00000160862"
"1568","ENSG00000111229"
"1569","ENSG00000125735"
"1570","ENSG00000171421"
"1571","ENSG00000184983"
"1572","ENSG00000186222"
"1573","ENSG00000211592"
"1574","ENSG00000271447"
"1575","ENSG00000254531"
"1576","ENSG00000132313"
"1577","ENSG00000236064"
"1578","ENSG00000013375"
"1579","ENSG00000125651"
"1580","ENSG00000171307"
"1581","ENSG00000247774"
"1582","ENSG00000267453"
"1583","ENSG00000278730"
"1584","ENSG00000119801"
"1585","ENSG00000091483"
"1586","ENSG00000140995"
"1587","ENSG00000176903"
"1588","ENSG00000151500"
"1589","ENSG00000248144"
"1590","ENSG00000108592"
"1591","ENSG00000185379"
"1592","ENSG00000182220"
"1593","ENSG00000171130"
"1594","ENSG00000109794"
"1595","ENSG00000159674"
"1596","ENSG00000123297"
"1597","ENSG00000272779"
"1598","ENSG00000258352"
"1599","ENSG00000184216"
"1600","ENSG00000135272"
"1601","ENSG00000167193"
"1602","ENSG00000166681"
"1603","ENSG00000105325"
"1604","ENSG00000147454"
"1605","ENSG00000183255"
"1606","ENSG00000115504"
"1607","ENSG00000077942"
"1608","ENSG00000162444"
"1609","ENSG00000103145"
"1610","ENSG00000169908"
"1611","ENSG00000108405"
"1612","ENSG00000149476"
"1613","ENSG00000205208"
"1614","ENSG00000189043"
"1615","ENSG00000184601"
"1616","ENSG00000136045"
"1617","ENSG00000171659"
"1618","ENSG00000237190"
"1619","ENSG00000115207"
"1620","ENSG00000214078"
"1621","ENSG00000241852"
"1622","ENSG00000122566"
"1623","ENSG00000112695"
"1624","ENSG00000107021"
"1625","ENSG00000170852"
"1626","ENSG00000005486"
"1627","ENSG00000118705"
"1628","ENSG00000176410"
"1629","ENSG00000164172"
"1630","ENSG00000164117"
"1631","ENSG00000166340"
"1632","ENSG00000140564"
"1633","ENSG00000131876"
"1634","ENSG00000198925"
"1635","ENSG00000188542"
"1636","ENSG00000162433"
"1637","ENSG00000053501"
"1638","ENSG00000162894"
"1639","ENSG00000273015"
"1640","ENSG00000126267"
"1641","ENSG00000198848"
"1642","ENSG00000185825"
"1643","ENSG00000154359"
"1644","ENSG00000171115"
"1645","ENSG00000166816"
"1646","ENSG00000087077"
"1647","ENSG00000139546"
"1648","ENSG00000070476"
"1649","ENSG00000176014"
"1650","ENSG00000100664"
"1651","ENSG00000099797"
"1652","ENSG00000274421"
"1653","ENSG00000133872"
"1654","ENSG00000093072"
"1655","ENSG00000166199"
"1656","ENSG00000106263"
"1657","ENSG00000099341"
"1658","ENSG00000130255"
"1659","ENSG00000277972"
"1660","ENSG00000103199"
"1661","ENSG00000067560"
"1662","ENSG00000121864"
"1663","ENSG00000146700"
"1664","ENSG00000137767"
"1665","ENSG00000246705"
"1666","ENSG00000132716"
"1667","ENSG00000115282"
"1668","ENSG00000069509"
"1669","ENSG00000141552"
"1670","ENSG00000113811"
"1671","ENSG00000204560"
"1672","ENSG00000178163"
"1673","ENSG00000138755"
"1674","ENSG00000159596"
"1675","ENSG00000184678"
"1676","ENSG00000116161"
"1677","ENSG00000144867"
"1678","ENSG00000129625"
"1679","ENSG00000224597"
"1680","ENSG00000159713"
"1681","ENSG00000173486"
"1682","ENSG00000130876"
"1683","ENSG00000105053"
"1684","ENSG00000111321"
"1685","ENSG00000148719"
"1686","ENSG00000114626"
"1687","ENSG00000162734"
"1688","ENSG00000266412"
"1689","ENSG00000131467"
"1690","ENSG00000258682"
"1691","ENSG00000104870"
"1692","ENSG00000180530"
"1693","ENSG00000067064"
"1694","ENSG00000107521"
"1695","ENSG00000120837"
"1696","ENSG00000103064"
"1697","ENSG00000224331"
"1698","ENSG00000101417"
"1699","ENSG00000161217"
"1700","ENSG00000126581"
"1701","ENSG00000073536"
"1702","ENSG00000177169"
"1703","ENSG00000137752"
"1704","ENSG00000255243"
"1705","ENSG00000250934"
"1706","ENSG00000223547"
"1707","ENSG00000162511"
"1708","ENSG00000172893"
"1709","ENSG00000111077"
"1710","ENSG00000161921"
"1711","ENSG00000170759"
"1712","ENSG00000124155"
"1713","ENSG00000174348"
"1714","ENSG00000164414"
"1715","ENSG00000126934"
"1716","ENSG00000175040"
"1717","ENSG00000006282"
"1718","ENSG00000160703"
"1719","ENSG00000126247"
"1720","ENSG00000084754"
"1721","ENSG00000232956"
"1722","ENSG00000108654"
"1723","ENSG00000084234"
"1724","ENSG00000170881"
"1725","ENSG00000079739"
"1726","ENSG00000187840"
"1727","ENSG00000168118"
"1728","ENSG00000130595"
"1729","ENSG00000106397"
"1730","ENSG00000124659"
"1731","ENSG00000171703"
"1732","ENSG00000106080"
"1733","ENSG00000132824"
"1734","ENSG00000008382"
"1735","ENSG00000160818"
"1736","ENSG00000079332"
"1737","ENSG00000067082"
"1738","ENSG00000112715"
"1739","ENSG00000166946"
"1740","ENSG00000072849"
"1741","ENSG00000125458"
"1742","ENSG00000155659"
"1743","ENSG00000140939"
"1744","ENSG00000173039"
"1745","ENSG00000169230"
"1746","ENSG00000185129"
"1747","ENSG00000121039"
"1748","ENSG00000131844"
"1749","ENSG00000113296"
"1750","ENSG00000234741"
"1751","ENSG00000100564"
"1752","ENSG00000122515"
"1753","ENSG00000089063"
"1754","ENSG00000176170"
"1755","ENSG00000206053"
"1756","ENSG00000171159"
"1757","ENSG00000051620"
"1758","ENSG00000225973"
"1759","ENSG00000093010"
"1760","ENSG00000122644"
"1761","ENSG00000147533"
"1762","ENSG00000128335"
"1763","ENSG00000167601"
"1764","ENSG00000166888"
"1765","ENSG00000174365"
"1766","ENSG00000178896"
"1767","ENSG00000099282"
"1768","ENSG00000254837"
"1769","ENSG00000136819"
"1770","ENSG00000071553"
"1771","ENSG00000117362"
"1772","ENSG00000123353"
"1773","ENSG00000089289"
"1774","ENSG00000135486"
"1775","ENSG00000108590"
"1776","ENSG00000010626"
"1777","ENSG00000188846"
"1778","ENSG00000090382"
"1779","ENSG00000118680"
"1780","ENSG00000182087"
"1781","ENSG00000067334"
"1782","ENSG00000163520"
"1783","ENSG00000117616"
"1784","ENSG00000160799"
"1785","ENSG00000109445"
"1786","ENSG00000178695"
"1787","ENSG00000240695"
"1788","ENSG00000184867"
"1789","ENSG00000104763"
"1790","ENSG00000164934"
"1791","ENSG00000150779"
"1792","ENSG00000143549"
"1793","ENSG00000198931"
"1794","ENSG00000172638"
"1795","ENSG00000115289"
"1796","ENSG00000227456"
"1797","ENSG00000171863"
"1798","ENSG00000132471"
"1799","ENSG00000133112"
"1800","ENSG00000143951"
"1801","ENSG00000148344"
"1802","ENSG00000114405"
"1803","ENSG00000177239"
"1804","ENSG00000144655"
"1805","ENSG00000168710"
"1806","ENSG00000123095"
"1807","ENSG00000285533"
"1808","ENSG00000203879"
"1809","ENSG00000076924"
"1810","ENSG00000156171"
"1811","ENSG00000143799"
"1812","ENSG00000100302"
"1813","ENSG00000106211"
"1814","ENSG00000138279"
"1815","ENSG00000280299"
"1816","ENSG00000280339"
"1817","ENSG00000105669"
"1818","ENSG00000167202"
"1819","ENSG00000021355"
"1820","ENSG00000160271"
"1821","ENSG00000170619"
"1822","ENSG00000214717"
"1823","ENSG00000113845"
"1824","ENSG00000132423"
"1825","ENSG00000197579"
"1826","ENSG00000231908"
"1827","ENSG00000242612"
"1828","ENSG00000173207"
"1829","ENSG00000100852"
"1830","ENSG00000215440"
"1831","ENSG00000188428"
"1832","ENSG00000130558"
"1833","ENSG00000168813"
"1834","ENSG00000176978"
"1835","ENSG00000182208"
"1836","ENSG00000217128"
"1837","ENSG00000171720"
"1838","ENSG00000164040"
"1839","ENSG00000013364"
"1840","ENSG00000246308"
"1841","ENSG00000151726"
"1842","ENSG00000274265"
"1843","ENSG00000185201"
"1844","ENSG00000135211"
"1845","ENSG00000106991"
"1846","ENSG00000137168"
"1847","ENSG00000150459"
"1848","ENSG00000197933"
"1849","ENSG00000253352"
"1850","ENSG00000258044"
"1851","ENSG00000121361"
"1852","ENSG00000166508"
"1853","ENSG00000077348"
"1854","ENSG00000131634"
"1855","ENSG00000091986"
"1856","ENSG00000105607"
"1857","ENSG00000106819"
"1858","ENSG00000130508"
"1859","ENSG00000131469"
"1860","ENSG00000115461"
"1861","ENSG00000197083"
"1862","ENSG00000119414"
"1863","ENSG00000184787"
"1864","ENSG00000225648"
"1865","ENSG00000139318"
"1866","ENSG00000111678"
"1867","ENSG00000107816"
"1868","ENSG00000130707"
"1869","ENSG00000100299"
"1870","ENSG00000059769"
"1871","ENSG00000132612"
"1872","ENSG00000155868"
"1873","ENSG00000112110"
"1874","ENSG00000106635"
"1875","ENSG00000129048"
"1876","ENSG00000129988"
"1877","ENSG00000186517"
"1878","ENSG00000134575"
"1879","ENSG00000166595"
"1880","ENSG00000166228"
"1881","ENSG00000116133"
"1882","ENSG00000108861"
"1883","ENSG00000145919"
"1884","ENSG00000004961"
"1885","ENSG00000141699"
"1886","ENSG00000104979"
"1887","ENSG00000112667"
"1888","ENSG00000102349"
"1889","ENSG00000006652"
"1890","ENSG00000155876"
"1891","ENSG00000104812"
"1892","ENSG00000169813"
"1893","ENSG00000175938"
"1894","ENSG00000110011"
"1895","ENSG00000178057"
"1896","ENSG00000178381"
"1897","ENSG00000233264"
"1898","ENSG00000170348"
"1899","ENSG00000078618"
"1900","ENSG00000109475"
"1901","ENSG00000129255"
"1902","ENSG00000175826"
"1903","ENSG00000084636"
"1904","ENSG00000063322"
"1905","ENSG00000120885"
"1906","ENSG00000143353"
"1907","ENSG00000100726"
"1908","ENSG00000157778"
"1909","ENSG00000204463"
"1910","ENSG00000125877"
"1911","ENSG00000082996"
"1912","ENSG00000109917"
"1913","ENSG00000002549"
"1914","ENSG00000250654"
"1915","ENSG00000170509"
"1916","ENSG00000132254"
"1917","ENSG00000108622"
"1918","ENSG00000118804"
"1919","ENSG00000179085"
"1920","ENSG00000129480"
"1921","ENSG00000117318"
"1922","ENSG00000166197"
"1923","ENSG00000139192"
"1924","ENSG00000117525"
"1925","ENSG00000198816"
"1926","ENSG00000181038"
"1927","ENSG00000118785"
"1928","ENSG00000172409"
"1929","ENSG00000168214"
"1930","ENSG00000168522"
"1931","ENSG00000104671"
"1932","ENSG00000260032"
"1933","ENSG00000065457"
"1934","ENSG00000178789"
"1935","ENSG00000170260"
"1936","ENSG00000138381"
"1937","ENSG00000132840"
"1938","ENSG00000010295"
"1939","ENSG00000148730"
"1940","ENSG00000185633"
"1941","ENSG00000112343"
"1942","ENSG00000101955"
"1943","ENSG00000220785"
"1944","ENSG00000084652"
"1945","ENSG00000237986"
"1946","ENSG00000166927"
"1947","ENSG00000214655"
"1948","ENSG00000061273"
"1949","ENSG00000231770"
"1950","ENSG00000137831"
"1951","ENSG00000187650"
"1952","ENSG00000026508"
"1953","ENSG00000042493"
"1954","ENSG00000233608"
"1955","ENSG00000242574"
"1956","ENSG00000198912"
"1957","ENSG00000168077"
"1958","ENSG00000228971"
"1959","ENSG00000082153"
"1960","ENSG00000260751"
"1961","ENSG00000132274"
"1962","ENSG00000224822"
"1963","ENSG00000167978"
"1964","ENSG00000181061"
"1965","ENSG00000176974"
"1966","ENSG00000110711"
"1967","ENSG00000112149"
"1968","ENSG00000065000"
"1969","ENSG00000172137"
"1970","ENSG00000253719"
"1971","ENSG00000148218"
"1972","ENSG00000084090"
"1973","ENSG00000163762"
"1974","ENSG00000129667"
"1975","ENSG00000101911"
"1976","ENSG00000179094"
"1977","ENSG00000256223"
"1978","ENSG00000179526"
"1979","ENSG00000255135"
"1980","ENSG00000186162"
"1981","ENSG00000111801"
"1982","ENSG00000069122"
"1983","ENSG00000116701"
"1984","ENSG00000228889"
"1985","ENSG00000105849"
"1986","ENSG00000172301"
"1987","ENSG00000173409"
"1988","ENSG00000147416"
"1989","ENSG00000215845"
"1990","ENSG00000105220"
"1991","ENSG00000213465"
"1992","ENSG00000101457"
"1993","ENSG00000225265"
"1994","ENSG00000116898"
"1995","ENSG00000175130"
"1996","ENSG00000188021"
"1997","ENSG00000182253"
"1998","ENSG00000160679"
"1999","ENSG00000105270"
"2000","ENSG00000167315"
"2001","ENSG00000125878"
"2002","ENSG00000257246"
"2003","ENSG00000105698"
"2004","ENSG00000109016"
"2005","ENSG00000205808"
"2006","ENSG00000140092"
"2007","ENSG00000148384"
"2008","ENSG00000148985"
"2009","ENSG00000125611"
"2010","ENSG00000105671"
"2011","ENSG00000134375"
"2012","ENSG00000160593"
"2013","ENSG00000120708"
"2014","ENSG00000240682"
"2015","ENSG00000177432"
"2016","ENSG00000054148"
"2017","ENSG00000126067"
"2018","ENSG00000135535"
"2019","ENSG00000228436"
"2020","ENSG00000145741"
"2021","ENSG00000256947"
"2022","ENSG00000122432"
"2023","ENSG00000211772"
"2024","ENSG00000245958"
"2025","ENSG00000065154"
"2026","ENSG00000131263"
"2027","ENSG00000167986"
"2028","ENSG00000071127"
"2029","ENSG00000127884"
"2030","ENSG00000234616"
"2031","ENSG00000128309"
"2032","ENSG00000161929"
"2033","ENSG00000008952"
"2034","ENSG00000109046"
"2035","ENSG00000197253"
"2036","ENSG00000136938"
"2037","ENSG00000065978"
"2038","ENSG00000279166"
"2039","ENSG00000108588"
"2040","ENSG00000149809"
"2041","ENSG00000177106"
"2042","ENSG00000230590"
"2043","ENSG00000112855"
"2044","ENSG00000099864"
"2045","ENSG00000104081"
"2046","ENSG00000187778"
"2047","ENSG00000212978"
"2048","ENSG00000077254"
"2049","ENSG00000175334"
"2050","ENSG00000165795"
"2051","ENSG00000099804"
"2052","ENSG00000259351"
"2053","ENSG00000155016"
"2054","ENSG00000198844"
"2055","ENSG00000213593"
"2056","ENSG00000168288"
"2057","ENSG00000137871"
"2058","ENSG00000138382"
"2059","ENSG00000197756"
"2060","ENSG00000136827"
"2061","ENSG00000260257"
"2062","ENSG00000130309"
"2063","ENSG00000175164"
"2064","ENSG00000112208"
"2065","ENSG00000134910"
"2066","ENSG00000117676"
"2067","ENSG00000044574"
"2068","ENSG00000232112"
"2069","ENSG00000206573"
