"","x"
"1071","ENSG00000254531"
"1072","ENSG00000115282"
"1073","ENSG00000160075"
"1074","ENSG00000129757"
"1075","ENSG00000131467"
"1076","ENSG00000105393"
"1077","ENSG00000167283"
"1078","ENSG00000005302"
"1079","ENSG00000132423"
"1080","ENSG00000171806"
"1081","ENSG00000120049"
"1082","ENSG00000214456"
"1083","ENSG00000184983"
"1084","ENSG00000143575"
"1085","ENSG00000157404"
"1086","ENSG00000088882"
"1087","ENSG00000101400"
"1088","ENSG00000131043"
"1089","ENSG00000196655"
"1090","ENSG00000141642"
"1091","ENSG00000198624"
"1092","ENSG00000086598"
"1093","ENSG00000166123"
"1094","ENSG00000140931"
"1095","ENSG00000115289"
"1096","ENSG00000101911"
"1097","ENSG00000171115"
"1098","ENSG00000168522"
"1099","ENSG00000169241"
"1100","ENSG00000215252"
"1101","ENSG00000117308"
"1102","ENSG00000204177"
"1103","ENSG00000100439"
"1104","ENSG00000181610"
"1105","ENSG00000134153"
"1106","ENSG00000170515"
"1107","ENSG00000147883"
"1108","ENSG00000105700"
"1109","ENSG00000182934"
"1110","ENSG00000172936"
"1111","ENSG00000138668"
"1112","ENSG00000158864"
"1113","ENSG00000164978"
"1114","ENSG00000122741"
"1115","ENSG00000119328"
"1116","ENSG00000134463"
"1117","ENSG00000122359"
"1118","ENSG00000109046"
"1119","ENSG00000124155"
"1120","ENSG00000148344"
"1121","ENSG00000173372"
"1122","ENSG00000016864"
"1123","ENSG00000204237"
"1124","ENSG00000168710"
"1125","ENSG00000157895"
"1126","ENSG00000101182"
"1127","ENSG00000165916"
"1128","ENSG00000102882"
"1129","ENSG00000177370"
"1130","ENSG00000145390"
"1131","ENSG00000100983"
"1132","ENSG00000177830"
"1133","ENSG00000112511"
"1134","ENSG00000182544"
"1135","ENSG00000100353"
"1136","ENSG00000178988"
"1137","ENSG00000103876"
"1138","ENSG00000105379"
"1139","ENSG00000112514"
"1140","ENSG00000164885"
"1141","ENSG00000164051"
"1142","ENSG00000133318"
"1143","ENSG00000160862"
"1144","ENSG00000162910"
"1145","ENSG00000173275"
"1146","ENSG00000101384"
"1147","ENSG00000130706"
"1148","ENSG00000181754"
"1149","ENSG00000125841"
"1150","ENSG00000279117"
"1151","ENSG00000173113"
"1152","ENSG00000105974"
"1153","ENSG00000124588"
"1154","ENSG00000178982"
"1155","ENSG00000165028"
"1156","ENSG00000166140"
"1157","ENSG00000126581"
"1158","ENSG00000177628"
"1159","ENSG00000204264"
"1160","ENSG00000256947"
"1161","ENSG00000181991"
"1162","ENSG00000243335"
"1163","ENSG00000124225"
"1164","ENSG00000173039"
"1165","ENSG00000084234"
"1166","ENSG00000103064"
"1167","ENSG00000167986"
"1168","ENSG00000139197"
"1169","ENSG00000137076"
"1170","ENSG00000132485"
"1171","ENSG00000165782"
"1172","ENSG00000141562"
"1173","ENSG00000035862"
"1174","ENSG00000158571"
"1175","ENSG00000163069"
"1176","ENSG00000100600"
"1177","ENSG00000122566"
"1178","ENSG00000171155"
"1179","ENSG00000066027"
"1180","ENSG00000005238"
"1181","ENSG00000107821"
"1182","ENSG00000147813"
"1183","ENSG00000117362"
"1184","ENSG00000115604"
"1185","ENSG00000121310"
"1186","ENSG00000102802"
"1187","ENSG00000104164"
"1188","ENSG00000119801"
"1189","ENSG00000101199"
"1190","ENSG00000158552"
"1191","ENSG00000100083"
"1192","ENSG00000142733"
"1193","ENSG00000173465"
"1194","ENSG00000137106"
"1195","ENSG00000109099"
"1196","ENSG00000204482"
"1197","ENSG00000233927"
"1198","ENSG00000132840"
"1199","ENSG00000262919"
"1200","ENSG00000075826"
"1201","ENSG00000102103"
"1202","ENSG00000197620"
"1203","ENSG00000142751"
"1204","ENSG00000113558"
"1205","ENSG00000187051"
"1206","ENSG00000168291"
"1207","ENSG00000215717"
"1208","ENSG00000180354"
"1209","ENSG00000126814"
"1210","ENSG00000213995"
"1211","ENSG00000100284"
"1212","ENSG00000162817"
"1213","ENSG00000162642"
"1214","ENSG00000198258"
"1215","ENSG00000142546"
"1216","ENSG00000071282"
"1217","ENSG00000257698"
"1218","ENSG00000165637"
"1219","ENSG00000160948"
"1220","ENSG00000165197"
"1221","ENSG00000083099"
"1222","ENSG00000137414"
"1223","ENSG00000087077"
"1224","ENSG00000167740"
"1225","ENSG00000187954"
"1226","ENSG00000137161"
"1227","ENSG00000176720"
"1228","ENSG00000213024"
"1229","ENSG00000159352"
"1230","ENSG00000005075"
"1231","ENSG00000146457"
"1232","ENSG00000154258"
"1233","ENSG00000126524"
"1234","ENSG00000196262"
"1235","ENSG00000205730"
"1236","ENSG00000158716"
"1237","ENSG00000099624"
"1238","ENSG00000183283"
"1239","ENSG00000148291"
"1240","ENSG00000146700"
"1241","ENSG00000167601"
"1242","ENSG00000267453"
"1243","ENSG00000148719"
"1244","ENSG00000175573"
"1245","ENSG00000132716"
"1246","ENSG00000163882"
"1247","ENSG00000111328"
"1248","ENSG00000113296"
"1249","ENSG00000175334"
"1250","ENSG00000173269"
"1251","ENSG00000010322"
"1252","ENSG00000132471"
"1253","ENSG00000231663"
"1254","ENSG00000187840"
"1255","ENSG00000118640"
"1256","ENSG00000112667"
"1257","ENSG00000091732"
"1258","ENSG00000118785"
"1259","ENSG00000119431"
"1260","ENSG00000088832"
"1261","ENSG00000154945"
"1262","ENSG00000168393"
"1263","ENSG00000135144"
"1264","ENSG00000092094"
"1265","ENSG00000077782"
"1266","ENSG00000197165"
"1267","ENSG00000167792"
"1268","ENSG00000138131"
"1269","ENSG00000070761"
"1270","ENSG00000055211"
"1271","ENSG00000168591"
"1272","ENSG00000198925"
"1273","ENSG00000260565"
"1274","ENSG00000174917"
"1275","ENSG00000072849"
"1276","ENSG00000120708"
"1277","ENSG00000215845"
"1278","ENSG00000068079"
"1279","ENSG00000126106"
"1280","ENSG00000182220"
"1281","ENSG00000104671"
"1282","ENSG00000088451"
"1283","ENSG00000271447"
"1284","ENSG00000081760"
"1285","ENSG00000026025"
"1286","ENSG00000176194"
"1287","ENSG00000189043"
"1288","ENSG00000112763"
"1289","ENSG00000122861"
"1290","ENSG00000102178"
"1291","ENSG00000100985"
"1292","ENSG00000186642"
"1293","ENSG00000091986"
"1294","ENSG00000183255"
"1295","ENSG00000008323"
"1296","ENSG00000197253"
"1297","ENSG00000185129"
"1298","ENSG00000259623"
"1299","ENSG00000100567"
"1300","ENSG00000094963"
"1301","ENSG00000225383"
"1302","ENSG00000130764"
"1303","ENSG00000115325"
"1304","ENSG00000121691"
"1305","ENSG00000161544"
"1306","ENSG00000068438"
"1307","ENSG00000185896"
"1308","ENSG00000108424"
"1309","ENSG00000104142"
"1310","ENSG00000134871"
"1311","ENSG00000163900"
"1312","ENSG00000080824"
"1313","ENSG00000179271"
"1314","ENSG00000012963"
"1315","ENSG00000099341"
"1316","ENSG00000197062"
"1317","ENSG00000115226"
"1318","ENSG00000132424"
"1319","ENSG00000179950"
"1320","ENSG00000010165"
"1321","ENSG00000119559"
"1322","ENSG00000125459"
"1323","ENSG00000187713"
"1324","ENSG00000100906"
"1325","ENSG00000025770"
"1326","ENSG00000125912"
"1327","ENSG00000137806"
"1328","ENSG00000188846"
"1329","ENSG00000196422"
"1330","ENSG00000049245"
"1331","ENSG00000145632"
"1332","ENSG00000254473"
"1333","ENSG00000079332"
"1334","ENSG00000168653"
"1335","ENSG00000188428"
"1336","ENSG00000220205"
"1337","ENSG00000139318"
"1338","ENSG00000174243"
"1339","ENSG00000118096"
"1340","ENSG00000144827"
"1341","ENSG00000204370"
"1342","ENSG00000170954"
"1343","ENSG00000239911"
"1344","ENSG00000089127"
"1345","ENSG00000077942"
"1346","ENSG00000279608"
"1347","ENSG00000137713"
"1348","ENSG00000152804"
"1349","ENSG00000260912"
"1350","ENSG00000184208"
"1351","ENSG00000228474"
"1352","ENSG00000139579"
"1353","ENSG00000166888"
"1354","ENSG00000204261"
"1355","ENSG00000173545"
"1356","ENSG00000163528"
"1357","ENSG00000157020"
"1358","ENSG00000176435"
"1359","ENSG00000106991"
"1360","ENSG00000166452"
"1361","ENSG00000113971"
"1362","ENSG00000167716"
"1363","ENSG00000109919"
"1364","ENSG00000162231"
"1365","ENSG00000181885"
"1366","ENSG00000084090"
"1367","ENSG00000136444"
"1368","ENSG00000136279"
"1369","ENSG00000130312"
"1370","ENSG00000112964"
"1371","ENSG00000135929"
"1372","ENSG00000171791"
"1373","ENSG00000082996"
"1374","ENSG00000100196"
"1375","ENSG00000132603"
"1376","ENSG00000155659"
"1377","ENSG00000132823"
"1378","ENSG00000120833"
"1379","ENSG00000179921"
"1380","ENSG00000103353"
"1381","ENSG00000013374"
"1382","ENSG00000132481"
"1383","ENSG00000177971"
"1384","ENSG00000135318"
"1385","ENSG00000156521"
"1386","ENSG00000085662"
"1387","ENSG00000175826"
"1388","ENSG00000277972"
"1389","ENSG00000164129"
"1390","ENSG00000106853"
"1391","ENSG00000149809"
"1392","ENSG00000221978"
"1393","ENSG00000164120"
"1394","ENSG00000118162"
"1395","ENSG00000058729"
"1396","ENSG00000136819"
"1397","ENSG00000166595"
"1398","ENSG00000184226"
"1399","ENSG00000099998"
"1400","ENSG00000248144"
"1401","ENSG00000160446"
"1402","ENSG00000079257"
"1403","ENSG00000148985"
"1404","ENSG00000132581"
"1405","ENSG00000160570"
"1406","ENSG00000170791"
"1407","ENSG00000112308"
"1408","ENSG00000121671"
"1409","ENSG00000158747"
"1410","ENSG00000138134"
"1411","ENSG00000144659"
"1412","ENSG00000136986"
"1413","ENSG00000136045"
"1414","ENSG00000095370"
"1415","ENSG00000214078"
"1416","ENSG00000116747"
"1417","ENSG00000148218"
"1418","ENSG00000079999"
"1419","ENSG00000128590"
"1420","ENSG00000079739"
"1421","ENSG00000074582"
"1422","ENSG00000123728"
"1423","ENSG00000180304"
"1424","ENSG00000260966"
"1425","ENSG00000176444"
"1426","ENSG00000140939"
"1427","ENSG00000128309"
"1428","ENSG00000122203"
"1429","ENSG00000176410"
"1430","ENSG00000165280"
"1431","ENSG00000072274"
"1432","ENSG00000184164"
"1433","ENSG00000150779"
"1434","ENSG00000077348"
"1435","ENSG00000132254"
"1436","ENSG00000008282"
"1437","ENSG00000163762"
"1438","ENSG00000168374"
"1439","ENSG00000155876"
"1440","ENSG00000152904"
"1441","ENSG00000074842"
"1442","ENSG00000204209"
"1443","ENSG00000204301"
"1444","ENSG00000174851"
"1445","ENSG00000113083"
"1446","ENSG00000103066"
"1447","ENSG00000143933"
"1448","ENSG00000127884"
"1449","ENSG00000174233"
"1450","ENSG00000182199"
"1451","ENSG00000182551"
"1452","ENSG00000100664"
"1453","ENSG00000054148"
"1454","ENSG00000097033"
"1455","ENSG00000204525"
"1456","ENSG00000106268"
"1457","ENSG00000236404"
"1458","ENSG00000121864"
"1459","ENSG00000131966"
"1460","ENSG00000167881"
"1461","ENSG00000170222"
"1462","ENSG00000156853"
"1463","ENSG00000185813"
"1464","ENSG00000053501"
"1465","ENSG00000130707"
"1466","ENSG00000171204"
"1467","ENSG00000221988"
"1468","ENSG00000198830"
"1469","ENSG00000128245"
"1470","ENSG00000141552"
"1471","ENSG00000164332"
"1472","ENSG00000243667"
"1473","ENSG00000162882"
"1474","ENSG00000070610"
"1475","ENSG00000159228"
"1476","ENSG00000127824"
"1477","ENSG00000041880"
"1478","ENSG00000092020"
"1479","ENSG00000103145"
"1480","ENSG00000206053"
"1481","ENSG00000165169"
"1482","ENSG00000159713"
"1483","ENSG00000104979"
"1484","ENSG00000249669"
"1485","ENSG00000204267"
"1486","ENSG00000184216"
"1487","ENSG00000148444"
"1488","ENSG00000151093"
"1489","ENSG00000160799"
"1490","ENSG00000156976"
"1491","ENSG00000148803"
"1492","ENSG00000101940"
"1493","ENSG00000213203"
"1494","ENSG00000170892"
"1495","ENSG00000176014"
"1496","ENSG00000137752"
"1497","ENSG00000006282"
"1498","ENSG00000255243"
"1499","ENSG00000280067"
"1500","ENSG00000163320"
"1501","ENSG00000134186"
"1502","ENSG00000167775"
"1503","ENSG00000232956"
"1504","ENSG00000084754"
"1505","ENSG00000184900"
"1506","ENSG00000164934"
"1507","ENSG00000089009"
"1508","ENSG00000106400"
"1509","ENSG00000120913"
"1510","ENSG00000237190"
"1511","ENSG00000134049"
"1512","ENSG00000101417"
"1513","ENSG00000196531"
"1514","ENSG00000136827"
"1515","ENSG00000121039"
"1516","ENSG00000106608"
"1517","ENSG00000187325"
"1518","ENSG00000234741"
"1519","ENSG00000122515"
"1520","ENSG00000159176"
"1521","ENSG00000129467"
"1522","ENSG00000106397"
"1523","ENSG00000116741"
"1524","ENSG00000197448"
"1525","ENSG00000175938"
"1526","ENSG00000115561"
"1527","ENSG00000240849"
"1528","ENSG00000185379"
"1529","ENSG00000157778"
"1530","ENSG00000127184"
"1531","ENSG00000132275"
"1532","ENSG00000171307"
"1533","ENSG00000112110"
"1534","ENSG00000174365"
"1535","ENSG00000102871"
"1536","ENSG00000148572"
"1537","ENSG00000104213"
"1538","ENSG00000125148"
"1539","ENSG00000099875"
"1540","ENSG00000070476"
"1541","ENSG00000072778"
"1542","ENSG00000050405"
"1543","ENSG00000123992"
"1544","ENSG00000164081"
"1545","ENSG00000183048"
"1546","ENSG00000100441"
"1547","ENSG00000103202"
"1548","ENSG00000135486"
"1549","ENSG00000242612"
"1550","ENSG00000185163"
"1551","ENSG00000163930"
"1552","ENSG00000009950"
"1553","ENSG00000108405"
"1554","ENSG00000223678"
"1555","ENSG00000089289"
"1556","ENSG00000065150"
"1557","ENSG00000182087"
"1558","ENSG00000144867"
"1559","ENSG00000131471"
"1560","ENSG00000107521"
"1561","ENSG00000130988"
"1562","ENSG00000197083"
"1563","ENSG00000152137"
"1564","ENSG00000167701"
"1565","ENSG00000180785"
"1566","ENSG00000114503"
"1567","ENSG00000100243"
"1568","ENSG00000196290"
"1569","ENSG00000116489"
"1570","ENSG00000120437"
"1571","ENSG00000078596"
"1572","ENSG00000174695"
"1573","ENSG00000120805"
"1574","ENSG00000172638"
"1575","ENSG00000110717"
"1576","ENSG00000133112"
"1577","ENSG00000177600"
"1578","ENSG00000184113"
"1579","ENSG00000184708"
"1580","ENSG00000109270"
"1581","ENSG00000067445"
"1582","ENSG00000235859"
"1583","ENSG00000187091"
"1584","ENSG00000162692"
"1585","ENSG00000063322"
"1586","ENSG00000137404"
"1587","ENSG00000124641"
"1588","ENSG00000129255"
"1589","ENSG00000155542"
"1590","ENSG00000168061"
"1591","ENSG00000272054"
"1592","ENSG00000171421"
"1593","ENSG00000178537"
"1594","ENSG00000197579"
"1595","ENSG00000102870"
"1596","ENSG00000100897"
"1597","ENSG00000148730"
"1598","ENSG00000067064"
"1599","ENSG00000019582"
"1600","ENSG00000143157"
"1601","ENSG00000267934"
"1602","ENSG00000165672"
"1603","ENSG00000168118"
"1604","ENSG00000067221"
"1605","ENSG00000147533"
"1606","ENSG00000102393"
"1607","ENSG00000114737"
"1608","ENSG00000170801"
"1609","ENSG00000114745"
"1610","ENSG00000125651"
"1611","ENSG00000217128"
"1612","ENSG00000214022"
"1613","ENSG00000107551"
"1614","ENSG00000274265"
"1615","ENSG00000146701"
"1616","ENSG00000135211"
"1617","ENSG00000277443"
"1618","ENSG00000131876"
"1619","ENSG00000261236"
"1620","ENSG00000166770"
"1621","ENSG00000227467"
"1622","ENSG00000063854"
"1623","ENSG00000116754"
"1624","ENSG00000135272"
"1625","ENSG00000168077"
"1626","ENSG00000179344"
"1627","ENSG00000124444"
"1628","ENSG00000177556"
"1629","ENSG00000112855"
"1630","ENSG00000183751"
"1631","ENSG00000198912"
"1632","ENSG00000118985"
"1633","ENSG00000116132"
"1634","ENSG00000130508"
"1635","ENSG00000131469"
"1636","ENSG00000115461"
"1637","ENSG00000150459"
"1638","ENSG00000184787"
"1639","ENSG00000095139"
"1640","ENSG00000166313"
"1641","ENSG00000116209"
"1642","ENSG00000132612"
"1643","ENSG00000114978"
"1644","ENSG00000151876"
"1645","ENSG00000182518"
"1646","ENSG00000129197"
"1647","ENSG00000165807"
"1648","ENSG00000167193"
"1649","ENSG00000109794"
"1650","ENSG00000163902"
"1651","ENSG00000129048"
"1652","ENSG00000226950"
"1653","ENSG00000162511"
"1654","ENSG00000119929"
"1655","ENSG00000147789"
"1656","ENSG00000116898"
"1657","ENSG00000198932"
"1658","ENSG00000173456"
"1659","ENSG00000170581"
"1660","ENSG00000004961"
"1661","ENSG00000166197"
"1662","ENSG00000141699"
"1663","ENSG00000138413"
"1664","ENSG00000099800"
"1665","ENSG00000141232"
"1666","ENSG00000136870"
"1667","ENSG00000197296"
"1668","ENSG00000165949"
"1669","ENSG00000106080"
"1670","ENSG00000214655"
"1671","ENSG00000066379"
"1672","ENSG00000051620"
"1673","ENSG00000104081"
"1674","ENSG00000253719"
"1675","ENSG00000088986"
"1676","ENSG00000143878"
"1677","ENSG00000129484"
"1678","ENSG00000110011"
"1679","ENSG00000160695"
"1680","ENSG00000111540"
"1681","ENSG00000177432"
"1682","ENSG00000256235"
"1683","ENSG00000125734"
"1684","ENSG00000089693"
"1685","ENSG00000118898"
"1686","ENSG00000108622"
"1687","ENSG00000122140"
"1688","ENSG00000149136"
"1689","ENSG00000129187"
"1690","ENSG00000104679"
"1691","ENSG00000198951"
"1692","ENSG00000214717"
"1693","ENSG00000139192"
"1694","ENSG00000093072"
"1695","ENSG00000088543"
"1696","ENSG00000243193"
"1697","ENSG00000161547"
"1698","ENSG00000176907"
"1699","ENSG00000112759"
"1700","ENSG00000160714"
"1701","ENSG00000003756"
"1702","ENSG00000281649"
"1703","ENSG00000114120"
"1704","ENSG00000167863"
"1705","ENSG00000110442"
"1706","ENSG00000090432"
"1707","ENSG00000196544"
"1708","ENSG00000115286"
"1709","ENSG00000135047"
"1710","ENSG00000104812"
"1711","ENSG00000066294"
"1712","ENSG00000153187"
"1713","ENSG00000147416"
"1714","ENSG00000166816"
"1715","ENSG00000184601"
"1716","ENSG00000215256"
"1717","ENSG00000163597"
"1718","ENSG00000189369"
"1719","ENSG00000177096"
"1720","ENSG00000124688"
"1721","ENSG00000245556"
"1722","ENSG00000249825"
"1723","ENSG00000120699"
"1724","ENSG00000167705"
"1725","ENSG00000146223"
"1726","ENSG00000220785"
"1727","ENSG00000060642"
"1728","ENSG00000165795"
"1729","ENSG00000231770"
"1730","ENSG00000115350"
"1731","ENSG00000122644"
"1732","ENSG00000151239"
"1733","ENSG00000233608"
"1734","ENSG00000185100"
"1735","ENSG00000188070"
"1736","ENSG00000166265"
"1737","ENSG00000185633"
"1738","ENSG00000149577"
"1739","ENSG00000186458"
"1740","ENSG00000141524"
"1741","ENSG00000151806"
"1742","ENSG00000169413"
"1743","ENSG00000160908"
"1744","ENSG00000167978"
"1745","ENSG00000176974"
"1746","ENSG00000126838"
"1747","ENSG00000124786"
"1748","ENSG00000182307"
"1749","ENSG00000071575"
"1750","ENSG00000139644"
"1751","ENSG00000064726"
"1752","ENSG00000138381"
"1753","ENSG00000164040"
"1754","ENSG00000093010"
"1755","ENSG00000167397"
"1756","ENSG00000166839"
"1757","ENSG00000160271"
"1758","ENSG00000169418"
"1759","ENSG00000259956"
"1760","ENSG00000107021"
"1761","ENSG00000204356"
"1762","ENSG00000256223"
"1763","ENSG00000126545"
"1764","ENSG00000196591"
"1765","ENSG00000008394"
"1766","ENSG00000171861"
"1767","ENSG00000179454"
"1768","ENSG00000116701"
"1769","ENSG00000154262"
"1770","ENSG00000137509"
"1771","ENSG00000212747"
"1772","ENSG00000176340"
"1773","ENSG00000133872"
"1774","ENSG00000213465"
"1775","ENSG00000241644"
"1776","ENSG00000225265"
"1777","ENSG00000179562"
"1778","ENSG00000143315"
"1779","ENSG00000010319"
"1780","ENSG00000156709"
"1781","ENSG00000100345"
"1782","ENSG00000100461"
"1783","ENSG00000164896"
"1784","ENSG00000112658"
"1785","ENSG00000166199"
"1786","ENSG00000114857"
"1787","ENSG00000116133"
"1788","ENSG00000175970"
"1789","ENSG00000213373"
"1790","ENSG00000115255"
"1791","ENSG00000128039"
"1792","ENSG00000148384"
"1793","ENSG00000271208"
"1794","ENSG00000104763"
"1795","ENSG00000137267"
"1796","ENSG00000285533"
"1797","ENSG00000100104"
"1798","ENSG00000103187"
"1799","ENSG00000141959"
"1800","ENSG00000176422"
"1801","ENSG00000172053"
"1802","ENSG00000013364"
"1803","ENSG00000143549"
"1804","ENSG00000105197"
"1805","ENSG00000213672"
"1806","ENSG00000067560"
"1807","ENSG00000225973"
"1808","ENSG00000105171"
"1809","ENSG00000105671"
"1810","ENSG00000091140"
"1811","ENSG00000146007"
"1812","ENSG00000108861"
"1813","ENSG00000105607"
"1814","ENSG00000149932"
"1815","ENSG00000100612"
"1816","ENSG00000264968"
"1817","ENSG00000170889"
"1818","ENSG00000132589"
"1819","ENSG00000204310"
"1820","ENSG00000170043"
"1821","ENSG00000136938"
"1822","ENSG00000179144"
"1823","ENSG00000117748"
"1824","ENSG00000186517"
"1825","ENSG00000105443"
"1826","ENSG00000095739"
"1827","ENSG00000163520"
"1828","ENSG00000115738"
"1829","ENSG00000182481"
"1830","ENSG00000135686"
"1831","ENSG00000259351"
"1832","ENSG00000105516"
"1833","ENSG00000169764"
"1834","ENSG00000135070"
"1835","ENSG00000180011"
"1836","ENSG00000105771"
"1837","ENSG00000197622"
"1838","ENSG00000115875"
"1839","ENSG00000196653"
"1840","ENSG00000179085"
"1841","ENSG00000146425"
"1842","ENSG00000198844"
"1843","ENSG00000119048"
"1844","ENSG00000111321"
"1845","ENSG00000182179"
"1846","ENSG00000124201"
"1847","ENSG00000112208"
"1848","ENSG00000198952"
"1849","ENSG00000100614"
"1850","ENSG00000119138"
"1851","ENSG00000171862"
"1852","ENSG00000158793"
"1853","ENSG00000081721"
"1854","ENSG00000183617"
"1855","ENSG00000181092"
"1856","ENSG00000164850"
"1857","ENSG00000167286"
"1858","ENSG00000138835"
"1859","ENSG00000100889"
"1860","ENSG00000094914"
"1861","ENSG00000101751"
"1862","ENSG00000128617"
"1863","ENSG00000142961"
"1864","ENSG00000153485"
"1865","ENSG00000182195"
"1866","ENSG00000124523"
"1867","ENSG00000123095"
"1868","ENSG00000197965"
"1869","ENSG00000225447"
"1870","ENSG00000115207"
"1871","ENSG00000160285"
"1872","ENSG00000129103"
"1873","ENSG00000083444"
"1874","ENSG00000172531"
"1875","ENSG00000116353"
"1876","ENSG00000119632"
"1877","ENSG00000276855"
"1878","ENSG00000162613"
"1879","ENSG00000089818"
"1880","ENSG00000122432"
"1881","ENSG00000102225"
"1882","ENSG00000118094"
"1883","ENSG00000181038"
"1884","ENSG00000244509"
"1885","ENSG00000070404"
"1886","ENSG00000136869"
"1887","ENSG00000177042"
"1888","ENSG00000260032"
"1889","ENSG00000131051"
"1890","ENSG00000109917"
"1891","ENSG00000136003"
"1892","ENSG00000138755"
"1893","ENSG00000068912"
"1894","ENSG00000119523"
"1895","ENSG00000107371"
"1896","ENSG00000196756"
"1897","ENSG00000187800"
"1898","ENSG00000130827"
"1899","ENSG00000114942"
"1900","ENSG00000170445"
"1901","ENSG00000256056"
"1902","ENSG00000067082"
"1903","ENSG00000149564"
"1904","ENSG00000105849"
"1905","ENSG00000165801"
"1906","ENSG00000117118"
"1907","ENSG00000078804"
"1908","ENSG00000228794"
"1909","ENSG00000008838"
"1910","ENSG00000254837"
"1911","ENSG00000136273"
"1912","ENSG00000111843"
"1913","ENSG00000130595"
"1914","ENSG00000082146"
"1915","ENSG00000123353"
"1916","ENSG00000215440"
"1917","ENSG00000140990"
"1918","ENSG00000236333"
"1919","ENSG00000109079"
"1920","ENSG00000038427"
"1921","ENSG00000115365"
"1922","ENSG00000186205"
"1923","ENSG00000071994"
"1924","ENSG00000155366"
"1925","ENSG00000197989"
"1926","ENSG00000099899"
"1927","ENSG00000174516"
"1928","ENSG00000139112"
"1929","ENSG00000166441"
"1930","ENSG00000263753"
"1931","ENSG00000034713"
"1932","ENSG00000115307"
"1933","ENSG00000106348"
"1934","ENSG00000112081"
"1935","ENSG00000231925"
"1936","ENSG00000101049"
"1937","ENSG00000186162"
"1938","ENSG00000132824"
"1939","ENSG00000142173"
"1940","ENSG00000142686"
"1941","ENSG00000172893"
"1942","ENSG00000129625"
"1943","ENSG00000241852"
"1944","ENSG00000074181"
"1945","ENSG00000142937"
"1946","ENSG00000154328"
"1947","ENSG00000163751"
"1948","ENSG00000167985"
"1949","ENSG00000143951"
"1950","ENSG00000187474"
"1951","ENSG00000130332"
"1952","ENSG00000180917"
"1953","ENSG00000023191"
"1954","ENSG00000145919"
"1955","ENSG00000067334"
"1956","ENSG00000072310"
"1957","ENSG00000204387"
"1958","ENSG00000182512"
"1959","ENSG00000186665"
"1960","ENSG00000163684"
"1961","ENSG00000272779"
"1962","ENSG00000149150"
"1963","ENSG00000099797"
"1964","ENSG00000277791"
"1965","ENSG00000105971"
"1966","ENSG00000167930"
"1967","ENSG00000213015"
"1968","ENSG00000167969"
"1969","ENSG00000247903"
"1970","ENSG00000130844"
"1971","ENSG00000145191"
"1972","ENSG00000239672"
"1973","ENSG00000153446"
"1974","ENSG00000118680"
"1975","ENSG00000125878"
"1976","ENSG00000215251"
"1977","ENSG00000175040"
"1978","ENSG00000158555"
"1979","ENSG00000188783"
"1980","ENSG00000037897"
"1981","ENSG00000105576"
"1982","ENSG00000162430"
"1983","ENSG00000198856"
"1984","ENSG00000279166"
"1985","ENSG00000203747"
"1986","ENSG00000004059"
"1987","ENSG00000205643"
"1988","ENSG00000168306"
"1989","ENSG00000257354"
"1990","ENSG00000224331"
"1991","ENSG00000125863"
"1992","ENSG00000021355"
"1993","ENSG00000105258"
"1994","ENSG00000236031"
"1995","ENSG00000144891"
"1996","ENSG00000181061"
"1997","ENSG00000169231"
"1998","ENSG00000110104"
"1999","ENSG00000072135"
"2000","ENSG00000180228"
"2001","ENSG00000106263"
"2002","ENSG00000185825"
"2003","ENSG00000187942"
"2004","ENSG00000134013"
"2005","ENSG00000197756"
"2006","ENSG00000119280"
"2007","ENSG00000196917"
"2008","ENSG00000177469"
"2009","ENSG00000138074"
"2010","ENSG00000104518"
"2011","ENSG00000175164"
"2012","ENSG00000184867"
"2013","ENSG00000163608"
"2014","ENSG00000131263"
"2015","ENSG00000254685"
"2016","ENSG00000130772"
"2017","ENSG00000142039"
"2018","ENSG00000179526"
"2019","ENSG00000100865"
"2020","ENSG00000188636"
"2021","ENSG00000215021"
"2022","ENSG00000154059"
"2023","ENSG00000188021"
"2024","ENSG00000260027"
"2025","ENSG00000174574"
"2026","ENSG00000251023"
"2027","ENSG00000010327"
"2028","ENSG00000124357"
"2029","ENSG00000203993"
"2030","ENSG00000119865"
"2031","ENSG00000187189"
"2032","ENSG00000255302"
"2033","ENSG00000221968"
"2034","ENSG00000215559"
"2035","ENSG00000126756"
"2036","ENSG00000233554"
"2037","ENSG00000152749"
"2038","ENSG00000137831"
"2039","ENSG00000008324"
"2040","ENSG00000025434"
"2041","ENSG00000184209"
"2042","ENSG00000247596"
"2043","ENSG00000140682"
"2044","ENSG00000103275"
"2045","ENSG00000183172"
"2046","ENSG00000101158"
"2047","ENSG00000171451"
"2048","ENSG00000090581"
"2049","ENSG00000173114"
"2050","ENSG00000144647"
"2051","ENSG00000133321"
"2052","ENSG00000271204"
"2053","ENSG00000173875"
"2054","ENSG00000198791"
"2055","ENSG00000142327"
"2056","ENSG00000076555"
"2057","ENSG00000164609"
"2058","ENSG00000065154"
"2059","ENSG00000247774"
"2060","ENSG00000100258"
"2061","ENSG00000107404"
"2062","ENSG00000105137"
"2063","ENSG00000124535"
"2064","ENSG00000118181"
"2065","ENSG00000169021"
"2066","ENSG00000225648"
"2067","ENSG00000254858"
"2068","ENSG00000130311"
"2069","ENSG00000137767"
