"","Adip_1","Adip_2","Macrophages","Mast","Pre_Ad","Stem","Vascular"
"MORN1",1174.21375570661,454.40029558975,456.687361525713,37.6292997102623,924.003042159148,173.610322300642,502.816040404809
"RER1",4413.91002062841,2173.32429022728,429.82141367179,76.6387734497521,1068.32210595855,1121.00806438726,1740.53015134709
"PLCH2",1001.77373983742,91.7714696613133,50.2259908490448,52.5982050666039,669.999809522184,67.7145692640481,290.923174573992
"PANK4",822.848603312613,262.968239737754,93.7297228230219,34.9249512037924,368.061104894831,216.143708729889,201.962267344656
"AL139246.5",89.7706376811706,25.5569133473269,6.39099934701332,8.14515488298289,114.061061610823,20.9856837223971,95.3239537154388
"TNFRSF14",1257.51944705903,233.207156394294,874.823482254504,323.842541758021,852.613150006817,663.870555425238,1093.85721176276
"PRXL2B",362.749029537873,51.0401764488764,108.317963430254,7.03549706963205,120.095893867981,134.51473950665,248.443401616801
"MMEL1",388.28906217102,76.2984085383959,48.8176420559816,21.878381171136,769.373413208612,54.58970237834,196.750663843012
"TTC34",953.590107429082,140.768753660512,130.437567249952,86.4810216343801,1015.63356594249,93.8847134710589,346.779384109516
"AL589702.1",60.1140449134701,4.77559696883944,8.73560740240359,1.21208677292936,38.4218497319111,6.70693871239075,30.7240002225477
"LINC00982",76.4484056767857,105.216968711355,6.24555812699256,3.82129559220527,105.654813290154,23.2350367505079,99.7761806523673
"PRDM16",4339.78946421994,1015.33895688418,467.009043374932,231.061961210054,4186.85482055731,602.66068733266,2028.85105511238
"ARHGEF16",852.442993165036,229.133815412356,29.1620255970923,12.2141651937918,455.632478262997,84.8682416771734,189.374238190633
"MEGF6",1829.89518079648,256.695770833176,242.726524302906,152.297179362461,1350.73178736737,514.92221026985,648.045201259991
"TPRG1L",5880.02764616167,1535.36864844326,618.999402915544,39.5111775232004,1059.66380675028,2078.75122099246,2973.01982770185
"WRAP73",787.327616234333,422.434365209331,104.82174791537,49.2098673659365,381.645902697471,278.431199570276,296.431104295267
"TP73",898.934962846066,166.566651178664,303.076971908045,54.7345093408796,709.206712168337,189.647248609579,370.273093812978
"TP73-AS1",343.85168613187,408.19209628887,96.0754354070034,5.73477995307302,464.893763623803,128.263056275944,196.528405700897
"CCDC27",291.420407786954,60.42634476497,64.8672320012364,14.3912899077854,330.095942410207,35.737671089541,106.887760272568
"LRRC47",4587.51266751332,2805.39568266118,556.143564320631,29.4308863152835,1332.89939861044,1565.64941464582,2443.41398273017
"CEP104",2414.40947497857,1713.7772430102,403.136706583846,111.452397559048,1402.45262580028,858.445423347954,887.063598871422
"DFFB",453.409795905503,327.157893432511,133.652638642136,24.2133391651353,664.196716957802,175.483666890453,210.896795478242
"C1orf174",694.929823912725,459.63403865255,174.579234784477,16.7097942277356,386.305882388696,377.172512656859,265.740232389219
"LINC01134",135.741650988701,40.5906087451487,26.4046492902785,9.59455876299143,147.142912729826,14.2937802148125,68.8385493624515
"AL805961.1",384.617532846645,80.6347276489261,54.7576556285483,20.5431308009445,426.307246305903,74.9461539080798,141.45203775856
